x_abs_m,x_local_m,x_H2_molfrac,x_N2_molfrac,x_Air_molfrac,x_O2_molfrac,x_inert_molfrac
4462.143581056245,0.0,1.0980250962800055e-18,0.9182089017856011,0.081791098214399,0.01717613062502379,0.9828238693749763
4463.143581056245,1.0,1.0561354023963893e-18,0.9162834437967704,0.08371655620322964,0.017580476802678224,0.9824195231973218
4464.143581056245,2.0,1.014245708512773e-18,0.9143579858079398,0.08564201419206027,0.017984822980332656,0.9820151770196675
4465.143581056245,3.0,9.741168002009219e-19,0.9123747002404302,0.08762529975956986,0.01840131294950967,0.9815986870504904
4466.143581056245,4.0,9.444904620677868e-19,0.9100464901045462,0.08995350989545384,0.018890237078045304,0.9811097629219547
4467.143581056245,5.0,9.148641239346518e-19,0.9077182799686623,0.09228172003133782,0.019379161206580942,0.9806208387934192
4468.143581056245,6.0,8.852377858015167e-19,0.9053900698327783,0.0946099301672218,0.019868085335116577,0.9801319146648835
4469.143581056245,7.0,8.556114476683816e-19,0.9030618596968942,0.09693814030310578,0.020357009463652213,0.9796429905363478
4470.143581056245,8.0,8.259851095352465e-19,0.9007336495610103,0.09926635043898976,0.02084593359218785,0.9791540664078122
4471.143581056245,9.0,7.963587714021115e-19,0.8984054394251263,0.10159456057487375,0.021334857720723487,0.9786651422792766
4472.143581056245,10.0,7.667324332689764e-19,0.8960772292892423,0.10392277071075773,0.021823781849259122,0.9781762181507409
4473.143581056245,11.0,7.371060951358414e-19,0.8937490191533582,0.10625098084664172,0.02231270597779476,0.9776872940222052
4474.143581056245,12.0,7.074797570027063e-19,0.8914208090174743,0.10857919098252569,0.022801630106330396,0.9771983698936696
4475.143581056245,13.0,6.791120166911876e-19,0.8890292106694421,0.11097078933055794,0.023303865759417168,0.9766961342405829
4476.143581056245,14.0,6.582514437260335e-19,0.8862595202031724,0.11374047979682758,0.02388550075733379,0.9761144992426662
4477.143581056245,15.0,6.373908707608793e-19,0.8834898297369028,0.1165101702630972,0.024467135755250412,0.9755328642447496
