solver,case_name,source_case,latest_time_s,mesh_cells,nx,ny,nz,local_length_m,D_m,species,top_bottom_h2_delta,top_bottom_o2_delta,top_h2_max,flammable_volume_ratio,max_speed_mps,mean_speed_mps,p_min_Pa,p_max_Pa,mass_fraction_sum_max_error,note,H2_initial_residual,H2_final_residual,H2_iterations,O2_initial_residual,O2_final_residual,O2_iterations,Ux_initial_residual,Ux_final_residual,Ux_iterations,Uy_initial_residual,Uy_final_residual,Uy_iterations,Uz_initial_residual,Uz_final_residual,Uz_iterations,h_initial_residual,h_final_residual,h_iterations,p_initial_residual,p_final_residual,p_iterations,continuity_sum_local,continuity_global,continuity_cumulative
OpenFOAM rhoReactingFoam,DN1200_u7_p010_stop60_openfoam3d,DN1200_u7_p010_stop60_rhoReactingPipe3D,1.0,3200,32,10,10,48.0,1.2,H2/O2/N2 mass fractions; Air interpreted from O2 for risk criterion,1.3737011528291987e-11,1.0684332100313384e-26,0.563112121794151,0.0,3.521889551044025e-05,9.768707432382065e-06,100000.06,100000.06,5.000001301880275e-09,Imported solved OpenFOAM 3D case. Full 300 s industrial CFD remains too expensive for Streamlit; this is a local shutdown smoke solve.,5.8501419e-05,5.1235552e-09,1.0,6.6683782e-05,3.2494752e-09,1.0,0.29738104,2.5530807e-10,1.0,0.01393955,5.5999214e-11,1.0,0.012015811,7.6009403e-11,1.0,8.2912832e-05,8.242656e-12,1.0,0.22364768,0.0016436759,120.0,1.4275198e-09,2.6906465e-11,1.044415e-10
