x_abs_m,x_local_m,x_H2_molfrac,x_N2_molfrac,x_Air_molfrac,x_O2_molfrac,x_inert_molfrac
1365.0,1365.0,1.0,2.4656144056437005e-156,1.4402724426542348e-208,3.024572129573893e-209,2.4656144056437005e-156
1375.0,1375.0,1.0,7.857173010191601e-156,5.511613560839328e-208,1.157438847776259e-208,7.857173010191601e-156
1385.0,1385.0,1.0,2.4985736344897767e-155,2.1049624632438584e-207,4.420421172812103e-208,2.4985736344897767e-155
1395.0,1395.0,1.0,7.928719512257107e-155,8.023086004132002e-207,1.6848480608677205e-207,7.928719512257107e-155
1405.0,1405.0,1.0,2.510726461700551e-154,3.0518982180910505e-206,6.408986257991207e-207,2.510726461700551e-154
1415.0,1415.0,1.0,7.933805727307836e-154,1.1585910235905217e-205,2.4330411495400955e-206,7.933805727307836e-154
1425.0,1425.0,1.0,2.501784555942341e-153,4.389568179446802e-205,9.218093176838285e-206,2.501784555942341e-153
1435.0,1435.0,1.0,7.872357296152949e-153,1.6597587791560398e-204,3.4854934362276836e-205,7.872357296152949e-153
1445.0,1445.0,1.0,2.47198929651446e-152,6.263249269577388e-204,1.3152823466112514e-204,2.47198929651446e-152
1455.0,1455.0,1.0,7.745966676815976e-152,2.358772062626576e-203,4.95342133151581e-204,7.745966676815976e-152
1465.0,1465.0,1.0,2.4221010407059468e-151,8.865511999985106e-203,1.861757519996872e-203,2.4221010407059468e-151
1475.0,1475.0,1.0,7.557824814721554e-151,3.325471631158573e-202,6.983490425433002e-203,7.557824814721554e-151
1485.0,1485.0,1.0,2.353366964938589e-150,1.2448994139188677e-201,2.614288769229622e-202,2.353366964938589e-150
1495.0,1495.0,1.0,7.312587586557548e-150,4.651005775329791e-201,9.767112128192562e-202,7.312587586557548e-150
1505.0,1505.0,1.0,2.2674693737562723e-149,1.7341677591567225e-200,3.641752294229117e-201,2.2674693737562723e-149
1515.0,1515.0,1.0,7.016184803946936e-149,6.453078691091623e-200,1.3551465251292408e-200,7.016184803946936e-149
1525.0,1525.0,1.0,2.166457460807861e-148,2.3964835410216413e-199,5.032615436145447e-200,2.166457460807861e-148
1535.0,1535.0,1.0,6.675582688958615e-148,8.882057665285928e-199,1.8652321097100448e-199,6.675582688958615e-148
1545.0,1545.0,1.0,2.052666375648538e-147,3.2853707538354077e-198,6.899278583054356e-199,2.052666375648538e-147
1555.0,1555.0,1.0,6.298513061902711e-147,1.2127934925634476e-197,2.54686633438324e-198,6.298513061902711e-147
1565.0,1565.0,1.0,1.9286280415427063e-146,4.4680807648212743e-197,9.382969606124676e-198,1.9286280415427063e-146
1575.0,1575.0,1.0,5.893183866948249e-146,1.6428082300246046e-196,3.4498972830516696e-197,5.893183866948249e-146
1585.0,1585.0,1.0,1.7969784490159985e-145,6.028155354790387e-196,1.2659126245059813e-196,1.7969784490159985e-145
1595.0,1595.0,1.0,5.4679860386815085e-145,2.207566154082096e-195,4.635888923572402e-196,5.4679860386815085e-145
1605.0,1605.0,1.0,1.6603661107481184e-144,8.068164703901417e-195,1.6943145878192976e-195,1.6603661107481184e-144
1615.0,1615.0,1.0,5.0312111027356513e-144,2.942845993038147e-194,6.1799765853801085e-195,5.0312111027356513e-144
1625.0,1625.0,1.0,1.5213660246018973e-143,1.0712530694131968e-193,2.2496314457677133e-194,1.5213660246018973e-143
1635.0,1635.0,1.0,4.590792404383374e-143,3.8917810793887424e-193,8.172740266716359e-194,4.590792404383374e-143
1645.0,1645.0,1.0,1.3824028952125061e-142,1.4110308791951342e-192,2.9631648463097817e-193,1.3824028952125061e-142
1655.0,1655.0,1.0,4.1540806341911426e-142,5.1057134905979966e-192,1.0721998330255793e-192,4.1540806341911426e-142
1665.0,1665.0,1.0,1.2456865706072213e-141,1.843776113010494e-191,3.871929837322037e-192,1.2456865706072213e-141
1675.0,1675.0,1.0,3.727661580080664e-141,6.644950705130163e-191,1.395439648077334e-191,3.727661580080664e-141
1685.0,1685.0,1.0,1.1131617302606724e-140,2.390051137524608e-190,5.019107388801677e-191,1.1131617302606724e-140
1695.0,1695.0,1.0,3.3172210162141084e-140,8.579352026681727e-190,1.8016639256031626e-190,3.3172210162141084e-140
1705.0,1705.0,1.0,9.86472890676694e-140,3.0735031545113005e-189,6.454356624473731e-190,9.86472890676694e-140
1715.0,1715.0,1.0,2.9274585795098263e-139,1.0988659939280144e-188,2.3076185872488302e-189,2.9274585795098263e-139
1725.0,1725.0,1.0,8.66944847339299e-139,3.9209175949221e-188,8.23392694933641e-189,8.66944847339299e-139
1735.0,1735.0,1.0,2.5620496046319653e-138,1.396248187635663e-187,2.932121194034892e-188,2.5620496046319653e-138
1745.0,1745.0,1.0,7.555778123511608e-138,4.962145240502012e-187,1.0420505005054224e-187,7.555778123511608e-138
1755.0,1755.0,1.0,2.2236513728451745e-137,1.7599822139249134e-186,3.695962649242318e-187,2.2236513728451745e-137
