x_abs_m,x_local_m,x_H2_molfrac,x_N2_molfrac,x_Air_molfrac,x_O2_molfrac,x_inert_molfrac
9502.367292426605,0.0,0.8144775069849707,0.18552249301502594,3.457333223900318e-15,7.260399770190668e-16,0.18552249301502866
9503.367292426605,1.0,0.8121786458228899,0.18782135417710655,3.5135589237546013e-15,7.378473739884663e-16,0.18782135417710932
9504.367292426605,2.0,0.8098797846608092,0.19012021533918724,3.569784623608886e-15,7.49654770957866e-16,0.19012021533919007
9505.367292426605,3.0,0.8075101377513905,0.19248986224860595,3.630007499613473e-15,7.623015749188293e-16,0.1924898622486088
9506.367292426605,4.0,0.805018553455886,0.19498144654411034,3.697116016157588e-15,7.763943633930935e-16,0.19498144654411326
9507.367292426605,5.0,0.8025269691603816,0.1974730308396147,3.7642245327017045e-15,7.904871518673579e-16,0.19747303083961767
9508.367292426605,6.0,0.800035384864877,0.19996461513511907,3.83133304924582e-15,8.045799403416222e-16,0.1999646151351221
9509.367292426605,7.0,0.7975438005693727,0.20245619943062343,3.898441565789935e-15,8.186727288158864e-16,0.2024561994306265
9510.367292426605,8.0,0.7950522162738682,0.20494778372612782,3.9655500823340516e-15,8.327655172901508e-16,0.20494778372613096
9511.367292426605,9.0,0.7925606319783638,0.20743936802163218,4.032658598878168e-15,8.468583057644152e-16,0.20743936802163537
9512.367292426605,10.0,0.7900690476828593,0.20993095231713657,4.099767115422284e-15,8.609510942386796e-16,0.20993095231713982
9513.367292426605,11.0,0.7875774633873549,0.21242253661264093,4.1668756319663995e-15,8.750438827129438e-16,0.21242253661264424
9514.367292426605,12.0,0.7850858790918503,0.21491412090814527,4.233984148510515e-15,8.891366711872081e-16,0.21491412090814863
9515.367292426605,13.0,0.7825249256890134,0.2174750743109823,4.306012317131837e-15,9.042625865976857e-16,0.21747507431098573
9516.367292426605,14.0,0.7798444752413426,0.22015552475865285,4.386515207534086e-15,9.211681935821579e-16,0.22015552475865632
9517.367292426605,15.0,0.7771640247936721,0.2228359752063235,4.467018097936336e-15,9.380738005666305e-16,0.22283597520632703
9518.367292426605,16.0,0.7744835743460015,0.22551642565399407,4.547520988338586e-15,9.54979407551103e-16,0.22551642565399765
9519.367292426605,17.0,0.7718031238983306,0.22819687610166461,4.628023878740835e-15,9.718850145355753e-16,0.22819687610166828
9520.367292426605,18.0,0.7691226734506601,0.23087732654933527,4.7085267691430854e-15,9.88790621520048e-16,0.23087732654933898
9521.367292426605,19.0,0.7664422230029893,0.2335577769970058,4.789029659545334e-15,1.0056962285045201e-15,0.23355777699700958
9522.367292426605,20.0,0.7637617725553187,0.23623822744467643,4.8695325499475845e-15,1.0226018354889927e-15,0.2362382274446803
9523.367292426605,21.0,0.7610813221076481,0.23891867789234703,4.950035440349835e-15,1.0395074424734654e-15,0.23891867789235094
9524.367292426605,22.0,0.7584008716599773,0.24159912834001757,5.030538330752084e-15,1.0564130494579376e-15,0.24159912834002154
9525.367292426605,23.0,0.755653740043647,0.2443462599563479,5.117192459570472e-15,1.074610416509799e-15,0.24434625995635195
9526.367292426605,24.0,0.752791741696184,0.2472082583038108,5.21444287311933e-15,1.0950330033550594e-15,0.2472082583038149
9527.367292426605,25.0,0.7499297433487211,0.2500702566512737,5.3116932866681895e-15,1.1154555902003198e-15,0.2500702566512779
9528.367292426605,26.0,0.747067745001258,0.25293225499873656,5.408943700217049e-15,1.1358781770455802e-15,0.25293225499874084
9529.367292426605,27.0,0.7442057466537951,0.25579425334619943,5.506194113765907e-15,1.1563007638908404e-15,0.25579425334620376
9530.367292426605,28.0,0.7413437483063321,0.2586562516936623,5.6034445273147666e-15,1.176723350736101e-15,0.25865625169366674
9531.367292426605,29.0,0.7384817499588692,0.2615182500411252,5.700694940863626e-15,1.1971459375813614e-15,0.2615182500411297
9532.367292426605,30.0,0.7356197516114061,0.2643802483885881,5.797945354412484e-15,1.2175685244266216e-15,0.2643802483885927
9533.367292426605,31.0,0.7327577532639432,0.267242246736051,5.8951957679613436e-15,1.237991111271882e-15,0.2672422467360557
9534.367292426605,32.0,0.7298957549164802,0.2701042450835138,5.992446181510202e-15,1.2584136981171424e-15,0.27010424508351855
9535.367292426605,33.0,0.726971083919084,0.2730289160809099,6.097561846674896e-15,1.280487987801728e-15,0.27302891608091473
9536.367292426605,34.0,0.7239384513701143,0.27606154862987947,6.216226400690903e-15,1.3054075441450896e-15,0.27606154862988436
9537.367292426605,35.0,0.7209058188211447,0.2790941811788491,6.334890954706911e-15,1.3303271004884512e-15,0.2790941811788541
9538.367292426605,36.0,0.7178731862721749,0.28212681372781867,6.453555508722918e-15,1.3552466568318126e-15,0.2821268137278238
9539.367292426605,37.0,0.7148405537232052,0.28515944627678824,6.572220062738925e-15,1.3801662131751742e-15,0.28515944627679346
9540.367292426605,38.0,0.7118079211742355,0.28819207882575787,6.6908846167549334e-15,1.405085769518536e-15,0.28819207882576314
9541.367292426605,39.0,0.7087752886252658,0.2912247113747275,6.809549170770941e-15,1.4300053258618976e-15,0.2912247113747329
9542.367292426605,40.0,0.705742656076296,0.294257343923697,6.9282137247869475e-15,1.454924882205259e-15,0.2942573439237025
9543.367292426605,41.0,0.7027100235273264,0.29728997647266664,7.046878278802955e-15,1.4798444385486206e-15,0.2972899764726722
9544.367292426605,42.0,0.6996773909783567,0.3003226090216362,7.165542832818962e-15,1.504763994891982e-15,0.3003226090216419
9545.367292426605,43.0,0.6965874247831738,0.30341257521681886,7.294617515512176e-15,1.531869678257557e-15,0.30341257521682463
9546.367292426605,44.0,0.6933986941443441,0.3066013058556486,7.441624959071096e-15,1.5627412414049301e-15,0.3066013058556545
9547.367292426605,45.0,0.6902099635055142,0.3097900364944782,7.588632402630013e-15,1.5936128045523027e-15,0.3097900364944842
9548.367292426605,46.0,0.6870212328666844,0.3129787671333079,7.73563984618893e-15,1.6244843676996754e-15,0.312978767133314
9549.367292426605,47.0,0.6838325022278545,0.3161674977721376,7.882647289747849e-15,1.6553559308470482e-15,0.3161674977721438
9550.367292426605,48.0,0.6806437715890247,0.3193562284109673,8.029654733306767e-15,1.686227493994421e-15,0.3193562284109736
9551.367292426605,49.0,0.6774550409501948,0.32254495904979696,8.176662176865686e-15,1.717099057141794e-15,0.3225449590498034
9552.367292426605,50.0,0.6742663103113651,0.32573368968862665,8.323669620424604e-15,1.7479706202891668e-15,0.3257336896886332
9553.367292426605,51.0,0.6710775796725352,0.32892242032745633,8.470677063983522e-15,1.7788421834365395e-15,0.32892242032746305
9554.367292426605,52.0,0.6678888490337054,0.332111150966286,8.61768450754244e-15,1.8097137465839125e-15,0.33211115096629285
9555.367292426605,53.0,0.6646494205374346,0.33535057946255664,8.779464507005015e-15,1.843687546471053e-15,0.3353505794625636
9556.367292426605,54.0,0.661322658581407,0.33867734141858397,8.966692098962346e-15,1.8830053407820927e-15,0.33867734141859107
9557.367292426605,55.0,0.6579958966253796,0.3420041033746113,9.153919690919676e-15,1.922323135093132e-15,0.3420041033746185
9558.367292426605,56.0,0.6546691346693521,0.3453308653306386,9.341147282877007e-15,1.9616409294041713e-15,0.345330865330646
9559.367292426605,57.0,0.6513423727133246,0.34865762728666594,9.528374874834337e-15,2.000958723715211e-15,0.3486576272866735
9560.367292426605,58.0,0.6480156107572971,0.35198438924269326,9.715602466791668e-15,2.0402765180262502e-15,0.3519843892427009
9561.367292426605,59.0,0.6446888488012695,0.35531115119872053,9.902830058748997e-15,2.079594312337289e-15,0.35531115119872836
9562.367292426605,60.0,0.6413620868452421,0.35863791315474786,1.0090057650706329e-14,2.118912106648329e-15,0.35863791315475585
9563.367292426605,61.0,0.6380353248892147,0.3619646751107752,1.027728524266366e-14,2.1582299009593684e-15,0.3619646751107833
9564.367292426605,62.0,0.6347085629331871,0.3652914370668025,1.046451283462099e-14,2.1975476952704077e-15,0.3652914370668108
9565.367292426605,63.0,0.6313389559387739,0.36866104406121547,1.0680692989738242e-14,2.2429455278450307e-15,0.3686610440612239
9566.367292426605,64.0,0.6278955429568002,0.372104457043189,1.0946747589994007e-14,2.2988169938987414e-15,0.37210445704319767
